ACO_Num,ACO_Name,ACO_Service_Area,ACO_Agreement_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Track_1,Track_1+,Track_2,Track_3,Adv_Pay,AIM,SNF_3-Day_Rule_Waiver,ACO_Address,ACO_Public_Reporting_Website,ACO_Exec_Name,ACO_Exec_Email,ACO_Exec_Phone,ACO_Public_Name,ACO_Public_Email,ACO_Public_Phone,ACO_Zip
A42910,"Northeast Medical Group ACO, LLC","CT, NY, RI",Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"99 Hawley Lane 3rd Floor, Stratford, Connecticut, 06614",http://www.northeastmedicalgroup.org/about-us/northeast-medical-group-aco-llc-information.aspx,Prathibha Varkey,Prathibha.Varkey@ynhh.org,(203) 502-6503,Peter Logue,Peter.Logue@ynhh.org,(203) 502-6510,"06614(41.223933, -73.131733)"
A14059,"Kansas Clinical Improvement Collaborative, LLC",KS,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"2501 E 13th St, Building 1, Suite 1, Hays, Kansas, 67601",www.kcic-care.com/PublicReporting,Robert Moser,rmoser@kumc.edu,(913) 945-5245,Jodi Schmidt,shawna.north@khsc-ku.edu,(785) 650-2860,"67601(38.85847, -99.333908)"
A27712,"Best Health, ACO LLC",KS,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"12276 San Jose Blvd, Suite 420, Jacksonville, Florida, 32223",www.besthealthaco.com,Gary Golliher,golliherg@hutchclinic.com,(620) 694-2110,Gary Golliher,golliherg@hutchclinic.com,(620) 694-2110,"32223(30.156108, -81.633426)"
A98813,Cumberland Center for Healthcare Innovation,TN,Currently Participating,2,07/01/2012,01/01/2016,1,0,0,0,1,0,0,"3300 Williams Enterprise Drive, Suite #2, Cookeville, Tennessee, 38506",http://www.cchi-tn.com/,Brent Staton MD,bstaton@cchi-tn.com,(931) 400-0011 x7,Libby Plunkett,libby.plunkett@cchi-tn.com,(931) 400-0011 x3,"38506(36.1754, -85.454995)"
A86004,NewYork Quality Care,"NJ, NY",Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"575 Lexington Ave, 11th Floor, New York, New York, 10022",http://www.newyorkqualitycare.com/pages/public-info.php,Paul Casale,pnc9003@nyp.org,(646) 962-2306,Kerry DeWitt,newyorkqualitycare@nyp.org,(646) 962-2304,"10022(40.758794, -73.967213)"
A60454,"Premier Care Community, LLC","OK, TX",Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"2340 East Trinity Mills Rd. Suite 250, Carrollton, Texas, 75006",http://www.premiercarecommunity.com/public-reporting,Mohammad A Kazi,anwar.kazi@premierphc.com,(972) 417-8937,Michael Camacho,michael.camacho@premierphc.com,(817) 965-8030,"75006(32.964454, -96.894912)"
A05657,"Quality Independent Physicians, LLC","IN, KY",Currently Participating,2,07/01/2012,01/01/2016,0,1,0,0,1,0,1,"2301 River Rd, Ste 302, Louisville, Kentucky, 40206",http://qipllc.com/?c=publicReporting,Barbara A Newton,bnewton@phdelivery.com,(502) 814-3140,Barbara  A Newton,bnewton@phdelivery.com,(502) 814-3140,"40206(38.256276, -85.701718)"
A42284,"American Health Alliance, LLC",FL,Currently Participating,2,01/01/2013,01/01/2016,0,1,0,0,1,0,1,"2654 SW 32ND PLACE, Ocala, Florida, 34471",http://www.ahaaco.net/public-reporting-2/,Jayanti Panchal,drjaypanchal1@gmail.com,(352) 895-4890,Rajnikant Patel,ocalafamilycare@yahoo.com,(352) 861-1533,"34471(29.167911, -82.123323)"
A06665,JFK Health ACO,NJ,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"80 James Street, Edison, New Jersey, 08820",www.jfkaco.org,William Oser,WOser@JFKHealth.org,(732) 744-5980,Sheilah F McCoy,smccoy@JFKHealth.org,(732) 744-5980,"08820(40.577635, -74.362453)"
A29177,"Lehigh Valley Health Network Accountable Care Organization, LLC",PA,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"1628 West Chew Street, Allentown, Pennsylvania, 18102",http://www.lvhn.org/about_us/lehigh_valley_health_network_accountable_care_organization/about_the_lvhn_aco,Robert Murphy,Robert.Murphy@lvhn.org,(610) 402-4375,Robert Murphy,Robert.Murphy@lvhn.org,(610) 402-4375,"18102(40.607562, -75.479194)"
A95384,Centrus Health of Kansas City LLC,"KS, MO",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"2330 Shawnee Mission Pkwy, Ste 300, Westwood, Kansas, 66205",centrushealth.com,Jill Watson,jwatson@centrushealth.com,(816) 456-7924,Jill Watson,jwatson@centrushealth.com,(816) 456-7924,"66205(39.0309, -94.631346)"
A99401,"Accountable Care Organization of the North Country, LLC",NY,Currently Participating,2,04/01/2012,01/01/2016,1,0,0,0,0,0,0,"25 Park Street, Canton, New York, 13617",http://aco-nc.com/public-reporting/,David Bender,DBender@gvnrhospital.org,(315) 535-9232,Clayton Duhl,cduhl@joelsduhlinc.com,(386) 676-1786 x503,"13617(44.58107, -75.1409)"
A55446,NJ Physicians ACO LLC,NJ,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"25 Mule Road, Suite B8, Toms River, New Jersey, 08755",http://www.njphysiciansaco.com/public-reporting.html,Vinod Sancheti,vinod.sancheti@gmail.com,(732) 240-4000,Rajendra  Bansal,rajbansal54@yahoo.com,(561) 707-7622,"08755(40.011338, -74.223777)"
A55129,"Oakwood Accountable Care Organization, LLC",MI,Currently Participating,2,07/01/2012,01/01/2016,1,0,0,0,0,0,0,"15500 Lundy Parkway, Dearborn, Michigan, 48126",http://www.oakwoodaco.org/MSSP,Walter R Lorang,walter.lorang@beaumont.org,(313) 586-5069,Walter R Lorang,walter.lorang@beaumont.org,(313) 586-5069,"48126(42.330423, -83.187309)"
A59161,"LifeBridge Health ACO, LLC",MD,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"2401 W. Belvedere Avenue, Baltimore, Maryland, 21215-5216",http://www.lifebridgehealthaco.org/ACO/ACO.aspx,Neil Meltzer,Nmeltzer@lifebridgehealth.org,(410) 601-5134,Daniel Durand,ddurand@lifebridgehealth.org,(410) 601-8630,"21215(39.344833, -76.681488)"
A11599,"Independent Physicians ACO, LLC",SC,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"325 Broad Street, Sumter, South Carolina, 29150",https://www.colonialhealthcare.com/IndependentPhysiciansACO/PublicReportingInformation ,Rob Bramblett,rob.bramblett@visualizehealth.co,(615) 967-6687,Rob Bramblett,rob.bramblett@visualizehealth.co,(615) 967-6687,"29150(33.905284, -80.360118)"
A82420,USMD Physician Services,TX,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"6333 North State Hwy 161, Suite 200, Irving, Texas, 75038",www.mcnt.com/aco,Richard C Johnston,Richard.Johnston@usmd.com,(214) 493-4000,Megan Vincent,megan.vincent@usmd.com,(214) 493-4024,"75038(32.871889, -96.98117)"
A69405,"Coastal Plains Network, LLC",NC,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"800 W.H. Smith Blvd, PO Box 6028, Greenville, North Carolina, 27835",coastalplainsnetwork.com,Craig Hepp,craig.hepp@vidanthealth.com,(252) 816-0899,Chad Campbell,Chad.Campbell@Vidanthealth.com,(252) 816-0899,"27835(35.61, -77.37)"
A91256,SERPA-ACO,NE,Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,1,0,0,"995 E. Hwy 33, Suite 2, Crete, Nebraska, 68333",serpa-aco.org/Home/who,Joleen TenHulzen Huneke,jthserpa@rccn.info,(402) 826-3737 x17,Dale E Michels,cmo@serpa-aco.org,(402) 826-3737 x20,"68333(40.60631, -96.973062)"
A45565,Greater Michigan Rural ACO,MI,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,1,0,"9450 SW Gemini Dr, #88865, Beaverton, Oregon, 97008-7105",http://www.caravanhealth.com/public-reporting-greater-michigan-rural-aco ,John Barnas,John.Barnas@hc.msu.edu,(916) 542-4582,Kristine Miller,kmiller@caravanhealth.com,(916) 542-4582,"97008(45.460518, -122.806409)"
A65320,"ProHealth Physicians ACO, LLC",CT,Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"3 Farm Glen Blvd, Farmington , Connecticut, 06032-1981",www.prohealthmd.com/about-us/accountable-care-organization,JACK REED,jreed@prohealthmd.com,(860) 284-5211,Bethany Kieley,bkieley@prohealthmd.com,(860) 284-5352,"06032(41.726586, -72.828583)"
A94754,"Mid-Atlantic Collaborative Care, LLC","DC, MD, PA, VA",Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"4888 LOOP CENTRAL DR , Suite 300, Houston, Texas, 77081",http://www.midatlanticaco.com/acopdfs/midatlantic/A3319RequiredACOInformationforPublicReporting.pdf,Jeffery Spight,Jeffery.Spight@UniversalAmerican.com,(480) 250-1984,Jeffery Spight,Jeffery.Spight@UniversalAmerican.com,(480) 250-1984,"77081(29.709635, -95.481401)"
A91307,Frederick Integrated Healthcare Network LLC,MD,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"400 West 7th St, Frederick, Maryland, 21701",http://www.fihn.org/,Jennifer Teeter,jteeter@fmh.org,(240) 566-3337,Jennifer Teeter,jteeter@fmh.org,(240) 566-3337,"21701(39.434762, -77.372592)"
A93114,"Inspira Care Connect, LLC",NJ,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"165 Bridgeton Pike, Mullica Hill, New Jersey, 08062",www.inspirahealthnetwork.org/accountable-care-organization,April Venable,venablea@ihn.org,(856) 641-6275,Clare Sapienza-Eck,sapienza-eckc@ihn.org,(856) 641-8620,"08062(39.719276, -75.21829)"
A49459,"Steward National Care Network, Inc.","FL, MA, NJ, OH, PA",Initial,1,01/01/2018,01/01/2018,0,1,0,0,0,0,1,"111 Huntington Avenue, Suite 1800, Boston, Massachusetts, 02199",www.steward.org/medicareaco,Mark Girard,Mark.Girard@steward.org,(617) 419-4706,Lisa Thomas,lisa.thomas@steward.org,(781) 493-7824,"02199(42.347417, -71.082126)"
A20311,"San Juan Accountable Care Organization, LLC",CO,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,1,0,"715 Horizon Drive, Suite 485, Grand Junction, Colorado, 81506",http://sanjuanaco.com/aco-public-reporting/,Connie Mack,Connie.Mack@CommunityCareAlliance.com,(970) 986-3675,Marnell Bradfield,info@communitycarealliance.com,(970) 986-3681,"81506(39.116637, -108.544137)"
A30070,"Colorado Accountable Care, LLC",CO,Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"188 Inverness Drive West, Suite 500, Englewood, Colorado, 80112",https://www.centura.org/our-network/colorado-accountable-care,Renae Pemberton,renaepemberton@centura.org,(303) 804-8124,Renae Pemberton,renaepemberton@centura.org,(303) 804-8124,"80112(39.575448, -104.870487)"
A15989,"CHSPSC ACO 16, LLC",OK,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"4000 Meridian Blvd., Franklin, Tennessee, 37067",chs.net,Mark  Barnhart,mark_barnhart@chs.net,(615) 925-4319,Gary Albers,garyalbers@imperiumhlth.com,(502) 386-4944,"37067(35.92436, -86.797297)"
A19855,Northern Michigan Health Network,MI,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"125 S. Park Street, STE 300, Traverse City, Michigan, 49684",http://nmhn.net/public-reporting/,Marie Jannausch-Hooper,mhooper@npoinc.org,(231) 421-8505,Bryanna Pataky,bpataky@npoinc.org,(231) 421-8505,"49684(44.785836, -85.68327)"
A59816,Prairie Hills Care Organization,"MN, SD",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,1,0,"9450 SW Gemini Dr, #88865, Beaverton, Oregon, 97008-7105",http://www.caravanhealth.com/public-reporting-prairie-hills-care-organization,Teri Bergeleen,teri.bergeleen@avera.org,(916) 542-4582,Kristine Miller,kmiller@caravanhealth.com,(916) 542-4582,"97008(45.460518, -122.806409)"
A72971,"Think ACO, LLC","IA, NE",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"7100 West Center Road, Omaha, Nebraska, 68106",think-aco.org/public-reporting/,Rick Pane,rick.pane@thinkhealthcare.org,(531) 222-8870,Nigel O'Mahony,nigel.omahony@thinkhealthcare.org,(402) 943-7298,"68106(41.239878, -96.000195)"
A93058,"PathfinderHealth, LLC",AZ,Initial,1,01/01/2018,01/01/2018,0,1,0,0,0,0,1,"1200 N. Beaver Street, Flagstaff, Arizona, 86001",http://www.pathfinderhealthaco.org/mssp,Timothy Dohse,Timothy.Dohse@nahealth.com,(928) 214-3886,Chris Nez,chris.nez@nahealth.com,(928) 214-2746,"86001(35.289216, -111.702671)"
A57853,"Life Health Services, LLC",CT,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"28 Crescent Street, Middletown, Connecticut, 06457",lifehealthservices.org,Vincent G Capece Jr,vin.capece@midhosp.org,(860) 358-6150,Ken Roberts, kroberts@griffinhealth.org,(203) 732-7432,"06457(41.551846, -72.663742)"
A24802,NewHealth Collaborative,OH,Currently Participating,2,07/01/2012,01/01/2016,1,0,0,0,0,0,0,"525 East Market Street , Akron, Ohio, 44309",http://www.summahealth.org/ACO,Mark Terpylak,terpylam@summahealth.org,(330) 996-8459,Alayna Falb,falba@summahealth.org,(330) 996-8768,"44309(41.087675, -81.514276)"
A00934,HHC ACO Inc,NY,Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"199 Water St. Fl 31, New York, New York, 10038",http://www.nychealthandhospitals.org/hhc-aco-inc-an-accountable-care-organization/#news ,Ross Wilson,Ross.Wilson@nychhc.org,(212) 788-5400,Irene Frohlich,frohlici@nychhc.org,(212) 323-3086,"10038(40.709485, -74.003005)"
A14191,"St. Luke's ACO, LLC","IL, MO",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"232 S. Woods Mill Road, Chesterfield, Missouri, 63017",www.stlukes-stl.com/aco ,Scott Johnson,scott.johnson@stlukes-stl.com,(314) 205-6301,Angela Lappin,angela.lappin@stlukes-stl.com,(314) 576-2406,"63017(38.646904, -90.536404)"
A02541,Commonwealth Primary Care ACO,AZ,Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"5030 S Mill Ave, Suite D-8, Tempe, Arizona, 85282",http://commonwealthaco.com/public-reporting/,Curtis Page,cpage@commonwealthaco.com,(480) 296-1276,Curtis Page,cpage@commonwealthaco.com,(480) 296-1276,"85282(33.392784, -111.930278)"
A86260,"Aledade Accountable Care 35, LLC","LA, MS, TN",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"7315 Wisconsin Blvd, 1000E, Bethesda, Maryland, 20814",www.aledade.com/southeast,Blaine Lindsey,blindsey@aledade.com,(504) 982-0379,Nadine Robin,nrobin@aledade.com,(225) 235-7466,"20814(39.003061, -77.102949)"
A62769,"Aledade Independent ACO, LLC",MI,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"7315 Wisconsin Ave, Suite 1000E, Bethesda, Maryland, 20814",www.Aledade.com/MI,Lori Kostoff,lkostoff@aledade.com,(734) 945-5016,Lori Kostoff,lkostoff@aledade.com,(734) 945-5016,"20814(39.003061, -77.102949)"
A44053,"Texoma ACO, LLC",TX,Currently Participating,2,07/01/2012,01/01/2016,1,0,0,0,1,0,0,"P.O. Box 8286, Wichita Falls, Texas, 76307",http://texomaaco.com/Public_Reporting.html,Gary Gaspard,Gary.Gaspard@texomaaco.com,(940) 766-8691,Stacey Wood,swood@cntllp.com,(940) 397-5106,"76307(33.91, -98.49)"
A52797,"Mount Sinai Care, LLC",NY,Currently Participating,2,07/01/2012,01/01/2016,1,0,0,0,0,0,0,"One Gustave Levy Place, Box 1126, New York, New York, 10029",http://www.mountsinai.org/patient-care/mount-sinai-care/public-information,Denise Prince,denise.prince@mountsinai.org,(570) 412-9609,Denise Prince,denise.prince@mountsinai.org,(570) 412-9609,"10029(40.791646, -73.944174)"
A02854,Akira Health of Fresno Inc.,CA,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"PO Box 53123, San Jose, California, 95153",http://www.akirahealth.com/central-california2.html,Tien Trinh,ttrinh@akiramso.com,(408) 809-7533,Tien Trinh,ttrinh@akiramso.com,(408) 440-0750,"95153(37.334807, -121.888128)"
A30142,Foundation Accountable Care Network?,CA,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"3993 Jurupa Ave, Riverside, California, 92506",www.facnaco.org,Dolores L Green,dgreen@rcmanet.org,(951) 686-3342 x305,Lisa Hahn,lhahn@iefmc.org,(951) 686-9049 x319,"92506(33.939424, -117.367611)"
A67345,"WellStar Health Network, LLC",GA,Currently Participating,2,07/01/2012,01/01/2016,1,0,0,0,0,0,0,"793 Sawyer Road, Marietta, Georgia, 30062",https://www.wellstar.org/about-us/aco/pages/public-reporting.aspx,Anthony J Budzinski,Jim.Budzinski@Wellstar.org,(470) 644-0011,Nathaniel T Arnold,Nathaniel.Arnold@wellstar.org,(470) 644-0123,"30062(33.999649, -84.467249)"
A79251,"AnewCare Collaborative, LLC","TN, VA",Currently Participating,2,07/01/2012,01/01/2016,1,0,0,0,0,0,0,"509 Med Tech Parkway, Suite 100, Johnson City , Tennessee, 37604",http://anewcare.org/about-anewcare/what-is-anewcare,Paige Younkin,Elizabeth.Younkin@ishnonline.com,(423) 952-2137,Paige Younkin,Elizabeth.Younkin@ishnonline.com,(423) 952-2137,"37604(36.312876, -82.383514)"
A46043,"Circle Health Alliance, LLC","MA, NH",Currently Participating,2,07/01/2012,01/01/2016,1,0,0,0,0,0,0,"295 Varnum Avenue, Lowell, Massachusetts, 01854",http:/www.lowellgeneralpho.org/CircleHealthAlliance.cfm,Emily Young,emily.young@lowellgeneral.org,(978) 788-7271,Courtney Pasay,Courtney.Pasay@lowellgeneral.org,(978) 942-2231,"01854(42.649208, -71.338994)"
A53560,"Affiliated ACO, LLC",MN,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,1,0,"101 Willmar Ave. S.W., Willmar, Minnesota, 56201",http://www.acmc.com/affiliatedACO,Stephen Gerberding ,sgerberding@acmc.com,(320) 231-6761,Kelly  Tauber,tauberk@acmc.com,(320) 214-6237,"56201(45.116971, -95.041936)"
A91305,QHI ACO,"CA, CT, IL",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"68 Bridge Street, Suite 118, Suffield, Connecticut, 06078",http://www.qualityhealthideas.com,Phillip F Gaziano,pgaziano@qhideas.com,(860) 668-0044 x101,Philip F Gaziano,pgaziano@qhideas.com,(860) 668-0044 x101,"06078(41.988308, -72.643311)"
A41269,"McLeod Healthcare Network, LLC","NC, SC",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"555 East Cheves Street, Florence, South Carolina, 29506",McLeodHealthcareNetwork.org,Ronald Boring,rboring@mcleodhealth.org,(843) 777-2918,Jumana Swindler,jswindler@mcleodhealth.org,(843) 777-5047,"29506(34.206907, -79.685009)"
A83956,"Carroll ACO, LLC","MD, PA",Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"200 Memorial Ave, Westminster, Maryland, 21157",www.CarrollACO.com,Sharon Gomes-Sanders,sharong@carrollhospitalcenter.org,(410) 871-6514,Selena Brewer,sbrewer@carrollhospitalcenter.org,(410) 871-7251,"21157(39.551314, -76.982808)"
A60540,Physician Direct Accountable Care Organization LLC,MI,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"2360 Orchard Lake Road, Suite 105, Sylvan Lake, Michigan, 48320",http://physiciandirect.org/public-reporting/,Rodger Prong,rprong@opns.org,(248) 682-0088 x119,Rodger Prong,rprong@opns.org,(248) 682-0088 x119,"48320(42.610874, -83.338608)"
A64801,"HARTFORD HEALTHCARE ACCOUNTABLE CARE ORGANIZATION, INC.",CT,Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"1290 Silas Deane Highway, 2nd Floor, Wethersfield, Connecticut, 06109",https://hartfordhealthcare.org/health-professionals/integrated-care-partners/accountable-care-organization,Catherine Earle,Catherine.earle@hhchealth.org,(860) 972-9087,Catherine Earle,catherine.earle@hhchealth.org,(860) 972-9087,"06109(41.700461, -72.673132)"
A47728,Orange Accountable Care Organization of South Florida LLC,FL,Currently Participating,1,01/01/2017,01/01/2017,0,0,0,1,0,0,1,"14750 NW 77th Court, Suite 308, Miami Lakes, Florida, 33016",www.orangecaregroup.com/publicreporting,Lissette Exposito,lissette.exposito@orangecaregroup.com,(786) 363-8500,Marc Troisi,marc.troisi@orangecaregroup.com,(786) 363-8500,"33016(25.893487, -80.331755)"
A44621,"Novant Health UVA Health System Accountable Care Organization, LLC",VA,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"200 Hawthorne Lane, P. O. Box 33549, Charlotte, North Carolina, 28233",https://www.novanthealth.org/physician-services/novant-health-network/mssp/va-aco-public-reporting.aspx,David Cook,dmcook@novanthealth.org,(336) 277-2446,Caryn Klebba,cklebba@novanthealth.org,(336) 277-2446,"28233(35.222936, -80.840161)"
A75625,"Ascension Care Management Health Partners Indianapolis, LLC",IN,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"523 Mainstream Dr, Nashville, Tennessee, 37228-1238",http://ascensioncaremanagementaco.com/indianapolis/,Rachel Raymond,rachel.raymond@ascension.org,(615) 284-6439,John Bailey,john.bailey@ascension.org,(615) 761-3854,"37228(36.193837, -86.803025)"
A69848,Caravan Health ACO 33 LLC,OK,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"7509 NW Tiffany Springs Parkway, Kansas City, Missouri, 64153",www.caravanhealth.com/public-reporting-caravan-health-aco-33-llc,Karen Hendren,karen.hendren@vizientinc.com,(916) 542-4582,Kristine Miller,kmiller@caravanhealth.com,(916) 542-4568,"64153(39.279203, -94.709199)"
A24605,Carolina Medical Home Network Accountable Care Organization LLC,NC,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,1,0,"4917 Waters Edge Drive, Suite 165, Raleigh, North Carolina, 27606-2459",http://www.cmhnaco.com/about.html,Peter Freeman,freemanp@ncchca.org,(919) 469-5701,Peter  Freeman,freemanp@ncchca.org,(919) 469-5701,"27606(35.751141, -78.716413)"
A85285,SIGNATURE NETWORK LLC,VA,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"3190 Fairview Park Drive, Suite 900, FALLS CHURCH, Virginia, 22042",http://www.signaturepartners.org/signature-network-llc-mssp/,Matt Poffenroth,Matthew.Poffenroth@inova.org,(703) 914-2920,Darlene Almanza,Darlene.Almanza@inova.org,(703) 914-2905,"22042(38.866025, -77.193002)"
A87355,Penn State Health Care Partners,PA,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"500 University Dr - MC H162, Population Health - CA220, Hershey, Pennsylvania, 17033",www.pennstatehealthcarepartners.org/reporting.html,Susan B Promes,spromes@pennstatehealth.psu.edu,(717) 531-7548,Andrew Barna,abarna@pennstatehealth.psu.edu,(717) 531-6109,"17033(40.272209, -76.638229)"
A71094,TXCIN,"OK, TX",Currently Participating,1,01/01/2017,01/01/2017,0,1,0,0,0,0,0,"17300 Dallas Parkway, Suite 3010, Dallas, Texas, 75248",www.txcin.org,John Moore,jmm@theabcbank.com,(214) 693-8228,Brian  Casstevens,bcasstevens@revelationmd.com,(469) 250-1700 x1706,"75248(32.968706, -96.792632)"
A70007,OICP,"OH, WV",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"33 5th St, Zanesville, Ohio, 43701",www.ohioicp.com/Public-Reporting/,Cindy M Baker,cbaker@qualitycarepartners.com,(888) 258-7621 x1113,Cindy M Baker,cbaker@qualitycarepartners.com,(888) 258-7621,"43701(39.953993, -82.003318)"
A64256,OSF Healthcare System,"IL, MI",Currently Participating,1,01/01/2017,01/01/2017,0,0,0,1,0,0,1,"800 NE Glen Oak Avenue, Peoria, Illinois, 61603",https://www.osfhealthcare.org/aco/public-report/,Kevin D Schoeplein,kevin.schoeplein@osfhealthcare.org,(309) 655-2806,Judy Winkler,judy.winkler@osfhealthcare.org,(309) 677-0788,"61603(40.713394, -89.579493)"
A22471,St. Luke's Medicare ACO,"NJ, PA",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"801 Ostrum Street, Bethlehem, Pennsylvania, 18015",www.slhn.org/medicareaco,Thomas Lichtenwalner,thomas.lichtenwalner@sluhn.org,(484) 526-3301,Andrea Hahn,andrea.hahn@sluhn.org,(484) 526-2961,"18015(40.593262, -75.371003)"
A29574,United Physicians ACO,MI,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"30600 Telegraph Road, Suite 4000, Bingham Farms, Michigan, 48025",www.unitedphysiciansaco.com/public-reporting,Michael Williams,mwilliams@updoctors.com,(248) 593-0102,Diane Slon,dslon@updoctors.com,(248) 593-0135,"48025(42.521304, -83.264103)"
A39107,"Mission Health Partners, Inc.",NC,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"509 Biltmore Avenue, Asheville, North Carolina, 28801",www.missionhealthpartners.org/medicare-shared-savings-program.php,Amanda Gerlach,amanda.gerlach@msj.org,(828) 213-5384,Amanda Gerlach,amanda.gerlach@msj.org,(828) 213-5384,"28801(35.596568, -82.556855)"
A78429,"CareAlliance: An Accountable Care Organization, LLC",GA,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"901 East 18th Street, Tifton, Georgia, 31794",http://careallianceaco.org/public-report/,Chris K Dorman,chris.dorman@tiftregional.com,(229) 353-6121,Chris Efaw,Chris.Efaw@tiftregional.com,(229) 353-6310,"31794(31.452578, -83.473563)"
A38726,CHRISTUS Health Quality Care Alliance,"AR, LA, NM, TX",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"919 Hidden Ridge Dr., 6th Floor, Irving, Texas, 75038",christushealth.org/aco-public-reporting-information,Shannon Stansbury,shannon.stansbury@christushealth.org,(469) 282-2529,Abby  McNeil,abby.mcneil@christushealth.org,(469) 282-2560,"75038(32.871889, -96.98117)"
A17196,"Aledade Kansas ACO, LLC",KS,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,1,0,"7315 Wisconsin Ave, Suite 1000E, Bethseda, Maryland, 20814",www.aledade.com/ks/,Erin Patrick,epatrick@aledade.com,(620) 755-2701,Erin Patrick,epatrick@aledade.com,(620) 755-2701,"20814(39.003061, -77.102949)"
A05496,ASPA-Connected,"AZ, NM",Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"3030 N Central Ave., Suite 1405, Phoenix, Arizona, 85012",http://www.aspaconnectedcommunity.com/en/resources/_restricted/default.aspx,Constance Richardson,connie@azspa.com,(602) 265-2524 x212,Constance Richardson,connie@azspa.com,(602) 265-2524 x212,"85012(33.508537, -112.069981)"
A97493,Crestwood Regional Healthcare Alliance,AL,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"4000 Meridian Blvd., Franklin, Tennessee, 37067",chs.net,Mark Barnhart,mark_barnhart@chs.net,(615) 925-4319,Benjamin Levine,benjielevine@imperiumhlth.com,(502) 819-5459,"37067(35.92436, -86.797297)"
A65998,Rush Health ACO Inc.,IL,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"1645 W. Jackson Blvd., Suite 501, Chicago, Illinois, 60612",www.rushhealthaco.com,Brent Estes,Brent_J_Estes@rush.edu,(312) 942-5326,Karen Clayton,Karen_K_Clayton@rush.edu,(312) 942-2863,"60612(41.88004, -87.687011)"
