ACO_Num,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Initial_Track_1,Initial_Track_2,Initial_Track_3,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Adv_Pay,AIM,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,Met_QPS,QualScore,Prior_Sav_Adj,RegTrndUpdt,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,acute_adm,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO8,ACO35,ACO36,ACO37,ACO38,ACO44,ACO43,ACO11,ACO12,ACO13,ACO14,ACO15,ACO16,ACO17,ACO18,ACO19,ACO20,ACO42,ACO40,DM_Comp,ACO27,ACO41,ACO28,ACO30
A92107,Central Maine ACO,Maine,Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,12349,-0.036836591,0.028590318,-4328608,0,,0,1,0.9335,44,0,,9746,9156,117508371,121836979,,,0.5,0.4668,77132,7930,10506,7740,67069,8049,10664,8139,70698,8103,12018,8438,73805,8944,13139,9024,10105,0.973,0.873,0.869,0.987,0.975,0.848,0.85,0.969,0.976,0.857,0.864,0.969,0.968,0.829,0.864,0.979,72,3327,2150,7871,12057,87,2917,1863,7190,3220,4238,3338,1553,7058,5291,12011,50,28,21,10,229,2953,2697,3,210,54,319,762,11,3485,2096,133,421,220,299,283,0,11,5,16,16,16,140,821,61,995,168,722,237,8757,3352,3063,1519,823,0,0,0,0,0,431,689,0,0,0,81.25,94.23,93.53,78.52,69.75,76.35,76.6,25.79,14.15,17.44,49.71,81.14,64.22,75.74,1.76,100,100,83.06,94.66,87.5,93.55,99.19,77.78,79.03,81.85,89.08,10.68,70.16,13.71,80.24,78.23,88.71
A70756,"Accountable Care Coalition of Coastal Georgia, LLC","Georgia, South Carolina",Renewal,2,04/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,9092,0.015083081,0.030907908,1308273,0,,0,1,0.9206,0,0,,9785,9546,86737806,85429533,,,0.5,0.4603,68706,9179,15417,7873,65196,9592,14753,8074,60529,8567,13835,8250,67728,9419,15221,8346,9637,0.971,1.001,1.045,0.948,0.953,0.956,1.106,0.973,0.922,0.959,0.996,0.969,0.921,0.907,0.958,0.95,131,1030,392,7152,8864,132,973,377,7382,1350,4561,2307,874,4902,4190,6494,2256,97,33,7,205,2926,2325,137,453,49,270,495,0,1844,3592,159,425,228,309,271,4,28,7,13,7,15,175,759,41,609,176,773,398,11411,5599,5071,730,11,0,0,0,0,0,47,45,20,9,0,78.67,93.18,92.23,82.25,64.51,72.83,72.43,27.61,14.98,18.59,52.88,84.91,66.72,77.5,1.81,100,96.3,77.87,75.69,75.16,72.86,97.05,71.4,65.24,80.47,83.9,11.36,56.25,13.16,63.65,73.32,97.77
A09897,"Accountable Care Coalition of The Tri-Counties, LLC",South Carolina,Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,6065,0.090261139,0.03586987,5253843,5253843,,2455172,1,0.9537,166,0,,9829,10196,58207148,52953304,,,0.5,0.4768,82424,9446,13803,9033,74271,10086,16414,9110,79328,9610,13087,8441,73982,7848,16379,8299,8942,1.015,0.958,1.047,1.023,0.992,0.948,1.132,1.008,0.966,0.97,1.034,0.995,0.929,0.885,1.207,0.929,56,805,245,4686,5922,50,648,99,5125,864,3000,1622,579,3585,2480,4134,1740,56,14,1,120,2333,1960,67,270,57,279,455,0,1486,3716,146,497,223,254,230,2,15,8,14,6,12,150,772,37,668,168,780,262,10440,4939,4655,836,10,0,0,0,0,0,32,3,13,15,0,80.93,94.11,92.26,84.12,62.31,75.6,74.68,33.71,14.83,18.42,52.09,69.95,53.68,73.68,1.48,100,100,86.89,64.27,66.89,88.74,93.09,48.25,65.28,66.67,80.15,6.25,45.03,20.86,54.64,64.04,71.96
A67345,"WellStar Health Network, LLC",Georgia,Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,49272,0.034087,0.022072702,17405708,17405708,,7851903,1,0.9206,143,0,,10630,10133,510625995,493220286,,,0.5,0.4603,81989,9113,13795,8333,83186,9578,13981,8400,78390,9589,14003,8513,77823,9921,12566,8940,10267,0.958,0.998,0.981,0.997,0.961,0.971,0.972,1,0.971,0.97,0.944,0.974,0.941,0.954,0.897,0.984,665,5889,2280,37073,48038,730,5380,2272,39656,7382,23921,12975,4994,28626,20646,39426,7878,477,316,33,1142,2992,2758,82,135,53,230,526,0,2239,3739,245,409,259,309,294,2,6,6,22,12,20,166,781,47,732,229,873,344,10236,3421,5571,1236,8,0,0,0,0,16,544,1211,439,394,9,84.95,93.65,93.71,83.95,60.02,76.1,72.7,31.66,14.88,18.21,55.13,79.24,59.76,58.08,2.23,100,92.92,74.8,70.46,74.5,71.43,93.95,40.57,51.21,61.29,82.28,21.74,38.08,15.66,40.57,67.18,91.57
A64629,"Florida Medical Clinic ACO, LLC",Florida,Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,16340,0.056248491,0.026463893,10144785,10144785,,4615423,1,0.9285,0,0,,11331,10703,180356575,170211790,,,0.5,0.4642,75886,9425,16509,9746,83535,10043,18595,9320,87337,9819,18086,9616,72974,10464,16847,9947,10694,1.042,1.066,1.057,1.053,1.027,1.034,1.091,1.054,1.045,1.034,1.141,1.066,0.993,1.007,1.154,1.086,96,1409,443,11992,15917,125,1422,471,13899,2010,8031,4604,1695,9475,6865,14829,721,126,241,10,413,2917,2548,161,208,33,146,615,1,1554,4752,85,602,290,297,276,5,11,5,13,11,14,162,833,57,626,206,763,337,12447,4232,6805,1380,30,0,0,0,0,1,80,139,98,48,0,72.57,92.2,91.37,86.85,62.18,75.52,71.49,23.63,14.53,17.78,49.71,73.31,54.24,61.76,1.53,100,69.21,95.29,82.65,77.49,96.75,99.25,78.7,72.69,81.45,81.2,8.57,57.09,12.2,61.81,73.7,92.74
A44053,"Texoma ACO, LLC",Texas,Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,1,0,5428,-0.099021883,0.037714715,-5905792,0,,0,1,0.8298,0,0,,11252,10467,59641278,65547069,1758448,0,0.5,0.4149,79194,9340,17370,8625,88254,10342,18367,9215,69579,11843,19054,10296,95385,14073,26338,10902,12366,1.087,1.013,1.088,1.023,1.148,0.973,1.163,1.032,1.015,0.955,1.118,1.046,1.031,1.093,1.092,1.106,27,600,193,4610,5300,29,540,232,4500,681,2309,1678,760,3247,2181,4853,323,41,77,23,111,4786,3161,389,1238,78,272,814,19,1567,3787,101,1131,271,367,284,9,64,9,11,9,16,151,759,61,727,204,820,397,11872,5508,5623,702,39,0,0,0,0,1,24,15,1,0,0,78.74,92.83,92.69,84.25,67.36,75.44,71.29,29.19,14.89,19.66,49.52,65.23,50.01,61.9,1.72,100,83.64,68.32,67.2,99.19,56.91,92.74,71.13,71.08,75.1,68.08,14.81,27.11,14.18,29.93,72.92,77.91
A87823,"Beacon Health Partners, LLP",New York,Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,40407,-0.073650555,0.022959232,-37674920,0,,0,1,0.8835,0,0,,12983,12553,511536137,549211057,,,0.5,0.4418,87664,10484,14478,11534,88424,10847,16238,11549,93090,10469,16807,11783,92535,12443,18953,12905,13939,1.051,0.916,1.011,1.158,0.987,0.928,1.051,1.15,1.006,0.897,1.045,1.127,1.027,0.915,1.082,1.104,230,3669,2671,26614,39402,304,3978,3029,32090,5210,17992,11264,5941,23173,17234,34658,2560,802,615,22,1750,4155,3901,4,182,82,138,1451,0,2139,5708,73,594,195,339,326,0,8,5,19,12,18,181,858,78,589,265,967,484,13595,5134,7706,746,8,0,0,0,0,0,249,765,160,130,0,78.4,92.15,90.14,86.6,62.98,76.98,73.63,21.94,15.44,18.36,57.34,87.2,66.65,75.27,1.85,100,92.23,84.49,81.1,73.07,81.61,96.22,81.64,67.55,73.15,91.9,16,49.03,13.01,54.48,82.89,93.55
A65526,Memorial Hermann Accountable Care Organization,Texas,Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,51199,0.055949355,0.021760176,32141656,32141656,,14499448,1,0.9206,488,0,,11507,11103,574477689,542336033,,,0.5,0.4603,81642,11334,13396,8941,86534,11246,13733,9050,87766,11442,13820,9068,89807,11751,13753,9514,10863,0.996,1.03,0.903,0.971,1.015,1.072,0.891,0.97,0.987,1.051,0.922,0.976,1.019,1.01,0.878,0.966,512,4369,2782,40490,49926,547,4054,3380,41945,6153,26246,13480,5320,30163,21036,38228,5964,2950,1536,50,2471,3416,2655,274,486,64,164,512,0,1928,3836,137,1007,210,301,261,9,25,6,15,11,16,177,756,37,651,200,896,348,10199,4036,5452,701,10,0,0,0,0,17,506,202,151,108,2,75.18,91.94,91.62,80.55,61.7,78.2,71.33,30.77,15.59,19.46,50.54,74.41,57.6,58.74,1.9,100,49.84,66.74,69.49,62.46,69.11,96.11,48.28,57.14,59.68,76.19,3.33,36.4,14.4,38.4,62.89,84.76
A40874,"Chautauqua Region Associated Medical Partners, LLC","New York, Pennsylvania",Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,4783,-0.007496152,0.040188594,-328652,0,,0,1,0.8939,118,0,,9442,8770,43842757,44171409,,,0.5,0.447,58769,7948,11291,7435,67052,7970,11008,7402,63483,7813,12660,7883,64980,8426,12328,8695,9513,1.009,0.995,1.007,1.084,1.01,0.943,1.02,1.05,1.003,0.932,1.004,1.043,1.042,0.99,1.085,1.101,42,1658,678,3339,4643,38,1189,548,2868,1354,1688,1147,594,2630,2153,4511,92,9,57,6,108,3042,2673,48,272,75,105,679,0,1965,3002,193,550,305,338,313,1,15,9,15,15,17,168,844,63,922,232,884,226,9517,3949,3213,2296,59,0,2,0,0,11,64,77,40,62,0,80.74,90.83,88.83,83.93,61.62,74.92,74.59,21.99,14.9,17.7,55.38,84.32,63.86,57.89,1.73,100,96.46,83.18,75.84,86.43,81.6,99.53,74.36,85.11,80.54,82.17,5.26,49.65,14.93,56.94,81.14,88.18
A91882,Revere Health,"Utah, Arizona, Nevada",Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,15410,0.052143202,0.026835967,8112821,8112821,,3824346,1,0.962,49,0,,10349,10017,155587328,147474506,,,0.5,0.481,68107,8811,13465,9236,72771,8763,15898,9144,67620,8308,14831,9042,65732,8586,15186,9433,9809,0.99,0.959,0.947,1.018,0.979,0.941,0.931,0.979,0.984,0.942,0.975,1.025,0.965,0.917,1.018,1.007,76,1271,358,12831,15034,82,1215,365,13372,1691,7157,4854,1708,8307,7103,14863,21,73,132,64,257,2650,2404,130,99,38,310,845,0,1725,3405,60,669,304,235,222,4,4,4,7,4,13,113,776,65,563,125,629,288,8772,4119,3145,1492,15,0,0,0,0,0,68,132,0,0,0,79.11,92,92.05,87.55,54.87,78.49,74.37,28.56,14.36,16.38,40.19,54.16,44.2,70.37,1.66,100,80.42,76.84,60.2,76.51,73.08,85.97,63.18,75.57,70.31,60.49,5,55,14.83,61.33,75.09,85.07
A05872,WESTMED Medical Group,"New York, Connecticut",Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,13473,0.084003825,0.027915783,12159570,12159570,,5384460,1,0.9037,126,0,,10958,10839,144750196,132590626,,,0.5,0.4519,81815,10158,14964,9427,76770,9731,13717,9372,81305,10510,13405,10043,91726,10596,13035,9319,10038,0.931,0.922,0.946,0.966,0.925,0.925,0.922,0.976,0.928,0.916,0.959,1.002,0.944,0.94,0.935,0.959,60,875,688,10603,13209,67,922,760,11460,1317,6257,3838,2061,8067,5406,11081,1235,152,353,1,651,3121,2752,56,237,96,122,655,0,1561,4203,98,451,127,243,225,2,10,6,11,5,13,153,811,46,485,173,735,309,11004,3463,6797,738,6,0,0,0,0,0,112,245,53,25,0,79.26,94.72,93.57,86.92,62.64,75.94,75.59,16.13,14.73,17.73,52.73,73.65,60.2,64.71,1.65,100,92.1,71.34,82.63,86.32,67.26,99.67,66.01,79.41,81.05,86.67,3.77,74.62,8.01,78.96,74.48,81.22
A46043,"Circle Health Alliance, LLC","Massachusetts, New Hampshire",Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,10276,0.033605953,0.029834367,3848546,3848546,,1569838,1,0.8325,341,0,,11433,11305,114519783,110671236,,,0.5,0.4162,61613,9678,14280,9313,93507,9839,15367,9436,90044,9536,15278,9867,85633,10990,13242,9785,11049,1.007,1.002,0.975,1.03,0.977,1.001,0.931,1.021,0.992,0.988,0.981,1.03,0.999,0.945,0.912,0.983,66,2519,970,5852,10016,74,2299,1233,6410,2655,4398,2267,956,5939,4337,8797,161,556,416,2,344,3988,3349,33,438,174,182,586,20,2760,2801,190,704,191,376,336,1,21,17,23,17,23,207,842,66,793,272,802,459,9786,3601,4337,1254,595,0,2,0,0,1,104,213,114,28,2,83.44,94.11,93.13,81.24,68.16,74.4,73.85,23.32,15.61,20,57.45,98.06,72.69,58.97,2.74,100,94.71,91.08,80.47,82.63,92.05,99.61,61.83,77.17,88.05,90.3,1.85,65.03,10.14,70.28,85.36,95.2
A12621,CHS ACO,Illinois,Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,9592,0.056526187,0.030407407,5782124,5782124,,2417430,1,0.8532,44,0,,10964,10426,102291060,96508937,,,0.5,0.4266,92424,10556,14090,8666,92018,9969,18584,8508,76158,10551,16481,8830,73999,10415,15716,9003,10344,1.044,1.036,0.905,0.961,1.049,1.045,1.066,0.962,0.985,1.008,0.954,0.959,0.955,1.01,0.969,0.959,48,1567,1023,6598,9330,40,1528,1158,6604,1898,4264,2346,1084,5524,4068,6867,1396,275,705,10,339,3227,2816,100,216,125,149,1041,0,2111,3045,113,722,174,343,314,3,11,15,21,12,22,189,819,79,722,252,684,227,9623,4898,3989,661,74,0,12,0,0,13,290,131,55,7,0,79.46,93.56,93.83,86.33,61.62,75.76,71.98,31.51,15.34,19.39,55.55,82.67,69.54,88.89,2.28,100,81.45,84,75,70.15,83.97,95.36,62.72,70.24,72.95,87.34,10.71,57.26,14.92,60.08,76.82,82.02
A91115,"John C. Lincoln Accountable Care Organization, LLC",Arizona,Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,16824,-0.071289239,0.026270254,-11744266,0,,0,1,0.9454,0,0,,10049,9358,164741073,176485339,,,0.5,0.4727,85973,9463,16251,8591,68695,8908,13491,8504,69696,9537,17193,9061,86378,10678,16865,10273,10766,0.987,0.884,1.05,0.905,1.012,0.963,0.981,0.9,0.932,0.892,0.97,0.888,0.979,0.93,0.931,0.93,77,1168,245,12795,16393,73,1158,310,14852,1816,9689,4049,1270,9119,7705,15601,382,130,130,44,537,3314,2898,101,328,55,190,660,0,1779,4510,72,379,210,292,268,2,16,6,9,7,13,156,809,60,618,202,1081,454,10768,3934,5756,1067,11,0,0,0,0,214,265,390,143,41,0,80.04,92.76,92.14,83.13,61.41,77.45,73.34,32.08,14.83,17.6,54.8,73.32,61.42,68.75,1.73,100,98.78,59.67,66.67,74.55,65.1,96.08,71.57,63.25,69.32,75.25,11.54,36.57,16.29,40.38,75.54,90.38
A46075,Southern Kentucky Health Care Alliance,Kentucky,Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,19551,0.015151507,0.025179236,2993112,0,,0,1,0.8744,221,0,,10391,9921,197545474,194552362,,,0.5,0.4372,74433,8398,13593,8580,65001,8143,12848,8541,72552,8621,13423,8672,77964,8841,15712,9384,10234,0.997,0.923,0.958,1.021,0.996,0.924,0.97,1.014,1.009,0.931,0.963,1.029,0.995,0.936,0.971,1.031,112,3161,1555,12467,19011,107,3146,1669,14090,3828,8423,5292,2008,11018,8533,18359,911,66,22,6,187,3367,2830,65,391,95,120,880,0,1808,3255,179,585,321,371,335,3,24,10,19,21,22,162,835,76,787,192,829,277,11333,4651,4276,1734,672,0,0,3,0,0,79,79,104,12,0,84.77,93.12,91.82,83.4,55.19,73.81,70.42,30.31,14.8,18.01,58.66,92.98,71.31,54.03,2.34,100,87.09,86.36,83.78,81.93,83.17,93.08,74.65,70.42,78.43,86.04,11.63,57.26,12.5,63.71,75.32,92.4
A52797,"Mount Sinai Care, LLC",New York,Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,44633,-0.041193616,0.022536618,-22448145,0,,0,1,0.8208,0,0,,12479,12229,544942326,567390471,,,0.5,0.4104,84010,12630,14248,9981,85584,12685,15472,10008,88293,13249,15278,10393,88377,14370,17879,10941,12993,1.021,1.15,1.038,1.054,1.013,1.163,1.022,1.054,1.008,1.13,1.024,1.035,1.007,1.142,1.082,1.016,539,4760,5765,31627,43668,476,4364,5447,33381,5708,19748,12684,6493,27021,17612,33673,5483,867,1909,29,2672,3945,3605,58,169,137,212,932,0,2839,4549,98,604,212,307,290,1,7,8,14,7,13,182,806,48,624,228,812,449,11475,3803,7279,378,15,0,13,0,0,5,921,2268,262,163,0,79.5,94.51,92.93,77.92,60.7,74.23,75.22,13.46,15.58,17.64,56.82,84.6,60.74,79.59,1.36,100,55.59,75,58.24,66.67,63.64,92.28,51.92,57.75,51.61,82.44,0,26.94,14.76,31.37,73.85,91.7
A66733,"ProHEALTH Accountable Care Medical Group, PLLC",New York,Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,33575,-0.003051066,0.023642455,-1088823,0,,0,1,0.914,249,0,,10843,10584,356866360,357955183,,,0.5,0.457,74593,8846,15546,9646,82048,8961,15176,9708,94885,9614,14984,9857,86972,11104,18318,10268,10876,0.976,0.882,1.044,1.024,0.968,0.885,1.046,1.029,0.96,0.879,1.038,0.999,0.967,0.871,1.124,0.977,151,1951,948,28084,32912,147,1757,903,30105,2799,16341,9800,4635,19448,14127,29601,1679,388,173,3,1731,2837,2685,8,115,34,87,682,0,1653,5297,44,391,172,221,214,0,5,2,11,4,10,153,838,42,390,158,778,480,12130,3749,8113,265,3,0,0,0,0,0,145,383,32,71,0,82.07,94.66,94.59,85.22,62.69,79.04,74.41,17.28,14.99,17.26,49.72,72.48,56.09,68.75,1.37,100,87.11,90.07,90.58,82.66,78.23,99.6,75.4,83.06,78,87.72,12.5,62.5,9.68,66.94,85.08,94.76
A98813,Cumberland Center for Healthcare Innovation,Tennessee,Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,1,0,14012,0.046010472,0.027592318,6721051,6721051,,3169816,1,0.9625,182,0,,10725,10452,146076549,139355498,0,0,0.5,0.4813,63712,9559,16376,8496,72878,9501,16332,8722,82404,8972,15938,8812,72786,10096,16547,9091,10232,0.994,1.042,1.086,0.995,0.973,1.017,1.097,0.983,1.069,1.01,1.076,1,0.978,1.018,1.088,1.003,91,2090,1290,9765,13620,82,1890,1131,10517,2379,6530,3787,1316,8059,5953,13415,416,17,11,8,145,3089,2706,43,233,122,210,889,0,1649,3392,243,806,296,341,315,1,13,13,16,21,26,168,830,81,761,200,849,292,11156,5283,3563,2278,33,0,0,0,0,0,55,2,0,0,0,83.13,94.22,93.72,86.14,57.04,74.24,69.51,28.84,14.78,17.82,55.68,76.35,60.15,70.31,2.42,100,89.79,76.49,84.05,81.27,84.35,93.53,79.82,73.53,75.87,88.16,18.64,56.74,12.72,62.09,80,89.54
A79251,"AnewCare Collaborative, LLC","Virginia, Tennessee",Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,11090,0.034553431,0.029345869,3794182,3794182,,1631905,1,0.8778,302,0,,10238,9656,109806226,106012044,,,0.5,0.4389,85744,6977,13917,7891,90756,7559,15761,8154,94102,7798,14560,8753,74472,8647,16307,8994,9884,0.974,0.876,1.012,1.012,1.061,0.892,1.011,1.025,1.089,0.9,1.061,1.048,1.045,0.963,1.102,1.032,47,3154,1172,9023,10726,57,2232,904,7533,2656,4616,2718,1100,6132,4958,10869,90,15,9,2,105,3173,2757,81,297,58,172,670,0,2446,2662,252,579,284,396,367,2,17,9,16,20,23,204,779,63,976,264,920,246,9372,3840,3228,2022,282,2,0,3,0,19,259,198,187,66,0,81.89,93.35,92.14,83.67,58.86,79.13,69.49,28.53,15.55,19.05,64.92,97.94,73.85,71.05,2.28,100,45.1,90,77.24,81.7,71.14,93.04,72.66,64.39,73.25,81.03,18.18,60.69,14.89,67.18,64.3,93.95
A78144,"Coastal Medical, Inc.","Rhode Island, Massachusetts",Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,1,0,10374,0.021065538,0.029775555,2080081,0,,0,1,0.9308,340,0,,9729,9644,98743336,96663254,0,0,0.5,0.4654,92848,8796,12908,8373,82219,10426,11867,8473,69804,9297,12227,8529,75692,9717,12269,9178,9524,1.081,0.96,0.949,1.001,1.075,0.946,0.989,1.019,0.992,0.995,0.98,1.013,1.028,0.913,1.018,0.988,40,1109,472,8985,10150,37,709,209,9195,1015,5152,2826,1381,6188,4186,9661,203,37,54,10,409,2576,2384,18,139,45,225,589,0,1918,3236,132,627,176,251,238,1,6,6,14,10,13,134,843,56,523,191,882,263,10237,4408,4968,855,5,0,0,0,0,0,91,10,36,13,0,84.21,93.53,92.92,82.83,69.93,75.15,76.45,20.68,14.66,17.38,47.62,76.03,57.31,73.33,1.59,100,97.97,98.69,97.16,93.79,93.31,97.39,94.54,91.22,92.02,73.02,24.27,73.41,7.19,78.6,85.33,95.43
A64316,The Polyclinic,Washington,Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,8765,0.102076889,0.031234234,7518433,7518433,,3585495,1,0.9733,0,0,,8570,8587,73654601,66136169,,,0.5,0.4866,89151,8648,12832,7989,82371,8184,10737,7719,85922,10565,13467,8078,64764,8497,8477,7509,7695,0.961,1.034,0.903,0.904,0.978,1.034,0.927,0.903,1.03,1.015,0.934,0.889,0.896,0.875,0.674,0.872,32,421,194,7130,8594,21,311,116,8146,567,4774,2373,1051,4738,4027,7497,354,279,23,21,591,2028,1957,5,34,36,105,498,0,1304,3379,52,304,165,171,167,0,2,2,8,3,7,114,766,39,377,101,580,340,9138,3410,4788,928,12,0,0,0,0,0,107,278,28,20,0,87.67,95.42,94.83,86.32,63.46,76.95,75.62,27.18,14.44,17.53,43.25,67.21,51.29,75,1.24,100,82.35,83.47,79.44,88.71,51.21,98.39,78.63,80.65,83.47,84.27,16.87,51.76,7.45,56.08,76.21,91.94
A09762,University Hospitals Coordinated Care Organization,Ohio,Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,66476,-0.043545515,0.02,-27394724,0,,0,1,0.7339,85,0,,9748,9557,629105529,656500253,,,0.5,0.3669,70437,9961,16082,8087,74190,10017,16508,8266,73790,9945,15260,8590,72505,10238,17566,9348,10172,1.034,1.122,1.136,1.022,1.016,1.097,1.159,1.033,1.019,1.03,1.088,1.035,1.013,1.011,1.101,1.005,365,6456,2189,44022,64540,401,6016,2740,55383,8498,30606,18497,8875,38361,28115,57779,6231,324,94,11,2037,3231,2816,98,237,100,276,992,10,2466,2720,144,466,219,349,323,3,12,11,19,14,21,187,814,91,730,227,873,250,9662,4026,4310,1318,8,9,3,0,0,109,796,1370,553,140,27,78.41,91.81,92.05,83.22,57.95,75.15,72.12,22.59,15.72,19.62,61.14,89.81,69.55,70.3,2.31,100,40.89,74.34,62.87,60.35,50.45,93.9,41.69,60.47,67.92,79.7,0,30.79,17.99,36.59,65.58,91.28
